开始时间,持续时间,事件大类,事件类别,内容类型,事件内容,备注,Tag,状态
2017-03-02 15:15,15,未分类,工作,未分类,,,,已完成
2017-03-02 15:30,15,未分类,工作,未分类,,Workshop,,已完成
2017-03-02 15:45,15,未分类,工作,未分类,,,,已完成
2017-03-02 16:00,15,未分类,工作,未分类,,Workshop,,已完成
2017-03-02 16:15,15,未分类,工作,未分类,,,,已完成
2017-03-02 16:30,15,未分类,工作,未分类,,Workshop,,已完成
2017-03-02 16:45,15,未分类,工作,未分类,,,,已完成
2017-03-02 17:00,15,未分类,工作,未分类,,Workshop,,已完成
2017-03-02 17:15,15,未分类,工作,未分类,,,,已完成
2017-03-02 17:30,15,未分类,工作,未分类,,Workshop,,已完成
2017-03-02 17:45,15,未分类,工作,未分类,,,,已完成
2017-03-02 18:00,15,未分类,工作,未分类,,Workshop,,已完成
2017-03-02 18:15,15,未分类,工作,未分类,,,,已完成
2017-03-02 18:30,15,未分类,工作,未分类,,Workshop,,已完成
2017-03-02 18:45,15,未分类,工作,未分类,,,,已完成
2017-03-02 19:00,150,未分类,阅读,未分类,,,,已完成
2017-03-02 21:30,90,未分类,杂事,未分类,,,,已完成
2017-03-02 23:00,30,未分类,杂事,未分类,洗澡,,,已完成
2017-03-02 23:30,420,未分类,睡觉,未分类,,,,已完成
2017-03-03 06:30,60,未分类,杂事,未分类,吃饭,,,已完成
2017-03-03 07:30,30,未分类,娱乐,未分类,看电影,,,已完成
2017-03-03 08:00,60,未分类,阅读,未分类,,,,已完成
2017-03-03 09:00,150,未分类,工作,未分类,,,,已完成
2017-03-03 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-03 12:00,60,未分类,运动,未分类,,,,已完成
2017-03-03 13:00,390,未分类,工作,未分类,,,,已完成
2017-03-03 19:30,60,未分类,浪费了,未分类,,,,已完成
2017-03-03 20:30,60,未分类,阅读,未分类,,,,已完成
2017-03-03 21:30,30,未分类,浪费了,未分类,,,,已完成
2017-03-03 22:00,30,未分类,阅读,未分类,,,,已完成
2017-03-03 22:30,30,未分类,杂事,未分类,,,,已完成
2017-03-03 23:00,60,未分类,浪费了,未分类,,,,已完成
2017-03-04 00:00,420,未分类,睡觉,未分类,,,,已完成
2017-03-04 07:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-04 07:30,30,未分类,娱乐,未分类,看电影,,,已完成
2017-03-04 08:00,60,未分类,学习,未分类,,,,已完成
2017-03-04 09:00,150,未分类,工作,未分类,,,,已完成
2017-03-04 11:30,30,未分类,杂事,未分类,,,,已完成
2017-03-04 12:00,60,未分类,学习,未分类,,,,已完成
2017-03-04 13:00,30,未分类,睡觉,未分类,午睡,,,已完成
2017-03-04 13:30,300,未分类,工作,未分类,,,,已完成
2017-03-04 18:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-04 19:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-04 19:30,30,未分类,工作,未分类,,,,已完成
2017-03-04 20:00,15,未分类,工作,未分类,,更新公众号,,已完成
2017-03-04 20:15,15,未分类,工作,未分类,,,,已完成
2017-03-04 20:30,15,未分类,工作,未分类,,更新公众号,,已完成
2017-03-04 20:45,15,未分类,工作,未分类,,,,已完成
2017-03-04 21:00,120,未分类,阅读,未分类,,,,已完成
2017-03-04 23:00,30,未分类,杂事,未分类,,,,已完成
2017-03-04 23:30,30,未分类,阅读,未分类,,,,已完成
2017-03-05 00:00,420,未分类,睡觉,未分类,,,,已完成
2017-03-05 07:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-05 07:30,30,未分类,浪费了,未分类,,,,已完成
2017-03-05 08:00,60,未分类,学习,未分类,,,,已完成
2017-03-05 09:00,150,未分类,工作,未分类,,,,已完成
2017-03-05 11:30,90,未分类,运动,未分类,,,,已完成
2017-03-05 13:00,30,未分类,阅读,未分类,,,,已完成
2017-03-05 13:30,60,未分类,杂事,未分类,,,,已完成
2017-03-05 14:30,270,未分类,工作,未分类,,,,已完成
2017-03-05 19:00,15,未分类,工作,未分类,,租车,,已完成
2017-03-05 19:15,15,未分类,工作,未分类,,,,已完成
2017-03-05 19:30,15,未分类,工作,未分类,,租车,,已完成
2017-03-05 19:45,15,未分类,工作,未分类,,,,已完成
2017-03-05 20:00,15,未分类,工作,未分类,,租车,,已完成
2017-03-05 20:15,15,未分类,工作,未分类,,,,已完成
2017-03-05 20:30,15,未分类,工作,未分类,,租车,,已完成
2017-03-05 20:45,15,未分类,工作,未分类,,,,已完成
2017-03-05 21:00,15,未分类,工作,未分类,,租车,,已完成
2017-03-05 21:15,15,未分类,工作,未分类,,,,已完成
2017-03-05 21:30,15,未分类,工作,未分类,,租车,,已完成
2017-03-05 21:45,15,未分类,工作,未分类,,,,已完成
2017-03-05 22:00,30,未分类,阅读,未分类,,,,已完成
2017-03-05 22:30,60,未分类,杂事,未分类,,,,已完成
2017-03-05 23:30,30,未分类,阅读,未分类,,,,已完成
2017-03-06 00:00,420,未分类,睡觉,未分类,,,,已完成
2017-03-06 07:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-06 07:30,60,未分类,娱乐,未分类,,,,已完成
2017-03-06 08:30,30,未分类,学习,未分类,,,,已完成
2017-03-06 09:00,270,未分类,工作,未分类,,,,已完成
2017-03-06 13:30,60,未分类,运动,未分类,,,,已完成
2017-03-06 14:30,330,未分类,工作,未分类,,,,已完成
2017-03-06 20:00,60,未分类,浪费了,未分类,,,,已完成
2017-03-06 21:00,60,未分类,阅读,未分类,,,,已完成
2017-03-06 22:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-06 22:30,30,未分类,阅读,未分类,,,,已完成
2017-03-06 23:00,30,未分类,杂事,未分类,,,,已完成
2017-03-06 23:30,60,未分类,阅读,未分类,,,,已完成
2017-03-07 00:30,390,未分类,睡觉,未分类,,,,已完成
2017-03-07 07:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-07 07:30,30,未分类,浪费了,未分类,,,,已完成
2017-03-07 08:00,60,未分类,学习,未分类,,,,已完成
2017-03-07 09:00,180,未分类,工作,未分类,,,,已完成
2017-03-07 12:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-07 12:30,150,未分类,睡觉,未分类,午睡,,,已完成
2017-03-07 15:00,420,未分类,工作,未分类,,,,已完成
2017-03-07 22:00,60,未分类,阅读,未分类,,,,已完成
2017-03-07 23:00,30,未分类,杂事,未分类,,,,已完成
2017-03-07 23:30,60,未分类,阅读,未分类,,,,已完成
2017-03-08 00:30,390,未分类,睡觉,未分类,,,,已完成
2017-03-08 07:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-08 07:30,30,未分类,杂事,未分类,,,,已完成
2017-03-08 08:00,30,未分类,学习,未分类,,,,已完成
2017-03-08 08:30,30,未分类,杂事,未分类,,,,已完成
2017-03-08 09:00,30,未分类,学习,未分类,,,,已完成
2017-03-08 09:30,120,未分类,工作,未分类,,,,已完成
2017-03-08 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-08 12:00,90,未分类,运动,未分类,,,,已完成
2017-03-08 13:30,150,未分类,工作,未分类,,,,已完成
2017-03-08 16:00,15,未分类,工作,未分类,,还车,,已完成
2017-03-08 16:15,15,未分类,工作,未分类,,,,已完成
2017-03-08 16:30,15,未分类,工作,未分类,,还车,,已完成
2017-03-08 16:45,15,未分类,工作,未分类,,,,已完成
2017-03-08 17:00,15,未分类,工作,未分类,,还车,,已完成
2017-03-08 17:15,15,未分类,工作,未分类,,,,已完成
2017-03-08 17:30,15,未分类,工作,未分类,,还车,,已完成
2017-03-08 17:45,15,未分类,工作,未分类,,,,已完成
2017-03-08 18:00,60,未分类,杂事,未分类,吃饭,,,已完成
2017-03-08 19:00,120,未分类,工作,未分类,,,,已完成
2017-03-08 21:00,120,未分类,阅读,未分类,,,,已完成
2017-03-08 23:00,30,未分类,杂事,未分类,,,,已完成
2017-03-08 23:30,30,未分类,浪费了,未分类,,,,已完成
2017-03-09 00:00,420,未分类,睡觉,未分类,,,,已完成
2017-03-09 07:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-09 07:30,60,未分类,娱乐,未分类,,,,已完成
2017-03-09 08:30,60,未分类,学习,未分类,,,,已完成
2017-03-09 09:30,120,未分类,工作,未分类,,,,已完成
2017-03-09 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-09 12:00,90,未分类,睡觉,未分类,午睡,,,已完成
2017-03-09 13:30,210,未分类,工作,未分类,,,,已完成
2017-03-09 17:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-09 17:30,90,未分类,工作,未分类,,,,已完成
2017-03-09 19:00,15,未分类,杂事,未分类,,准备上课,,已完成
2017-03-09 19:15,15,未分类,杂事,未分类,,,,已完成
2017-03-09 19:30,15,未分类,杂事,未分类,,准备上课,,已完成
2017-03-09 19:45,15,未分类,杂事,未分类,,,,已完成
2017-03-09 20:00,150,未分类,学习,未分类,,,,已完成
2017-03-09 22:30,30,未分类,娱乐,未分类,看电影,,,已完成
2017-03-09 23:00,30,未分类,杂事,未分类,,,,已完成
2017-03-09 23:30,30,未分类,娱乐,未分类,,,,已完成
2017-03-10 00:00,420,未分类,睡觉,未分类,,,,已完成
2017-03-10 07:00,30,未分类,杂事,未分类,,,,已完成
2017-03-10 07:30,30,未分类,学习,未分类,,,,已完成
2017-03-10 08:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-10 08:30,30,未分类,杂事,未分类,,,,已完成
2017-03-10 09:00,30,未分类,学习,未分类,,,,已完成
2017-03-10 09:30,15,未分类,工作,未分类,,找衣服,,已完成
2017-03-10 09:45,15,未分类,工作,未分类,,,,已完成
2017-03-10 10:00,15,未分类,工作,未分类,,找衣服,,已完成
2017-03-10 10:15,195,未分类,工作,未分类,,,,已完成
2017-03-10 13:30,60,未分类,睡觉,未分类,,,,已完成
2017-03-10 14:30,30,未分类,杂事,未分类,,,,已完成
2017-03-10 15:00,150,未分类,工作,未分类,,广汽workshop汇报,,已完成
2017-03-10 17:30,30,未分类,工作,未分类,,,,已完成
2017-03-10 18:00,30,未分类,阅读,未分类,,,,已完成
2017-03-10 18:30,60,未分类,工作,未分类,,,,已完成
2017-03-10 19:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-10 20:00,90,未分类,运动,未分类,,,,已完成
2017-03-10 21:30,30,未分类,杂事,未分类,,,,已完成
2017-03-10 22:00,30,未分类,工作,未分类,,计划整理,,已完成
2017-03-10 22:30,30,未分类,学习,未分类,Python,,,已完成
2017-03-10 23:00,30,未分类,杂事,未分类,,,,已完成
2017-03-10 23:30,60,未分类,学习,未分类,,,,已完成
2017-03-11 00:30,390,未分类,睡觉,未分类,,,,已完成
2017-03-11 07:00,30,未分类,杂事,未分类,,,,已完成
2017-03-11 07:30,30,未分类,学习,未分类,,,,已完成
2017-03-11 08:00,90,未分类,娱乐,未分类,,,,已完成
2017-03-11 09:30,90,未分类,学习,未分类,,,,已完成
2017-03-11 11:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-11 11:30,60,未分类,学习,未分类,,,,已完成
2017-03-11 12:30,60,未分类,杂事,未分类,,,,已完成
2017-03-11 13:30,90,未分类,睡觉,未分类,,,,已完成
2017-03-11 15:00,60,未分类,杂事,未分类,,,,已完成
2017-03-11 16:00,90,未分类,工作,未分类,,,,已完成
2017-03-11 17:30,60,未分类,浪费了,未分类,,,,已完成
2017-03-11 18:30,120,未分类,学习,未分类,,,,已完成
2017-03-11 20:30,90,未分类,学习,未分类,Python,,,已完成
2017-03-11 22:00,30,未分类,学习,未分类,,,,已完成
2017-03-11 22:30,30,未分类,娱乐,未分类,,,,已完成
2017-03-11 23:00,30,未分类,杂事,未分类,,,,已完成
2017-03-11 23:30,30,未分类,学习,未分类,,,,已完成
2017-03-12 00:00,420,未分类,睡觉,未分类,,,,已完成
2017-03-12 07:00,30,未分类,杂事,未分类,,,,已完成
2017-03-12 07:30,30,未分类,学习,未分类,,,,已完成
2017-03-12 08:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-12 08:30,30,未分类,学习,未分类,,,,已完成
2017-03-12 09:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-12 09:30,90,未分类,学习,未分类,,,,已完成
2017-03-12 11:00,60,未分类,工作,未分类,,,,已完成
2017-03-12 12:00,90,未分类,运动,未分类,,,,已完成
2017-03-12 13:30,30,未分类,学习,未分类,,,,已完成
2017-03-12 14:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-12 14:30,120,未分类,学习,未分类,,,,已完成
2017-03-12 16:30,120,未分类,杂事,未分类,,恢复onenote,,已完成
2017-03-12 18:30,30,未分类,娱乐,未分类,,,,已完成
2017-03-12 19:00,60,未分类,学习,未分类,Python,,,已完成
2017-03-12 20:00,60,未分类,娱乐,未分类,,,,已完成
2017-03-12 21:00,120,未分类,学习,未分类,Python,,,已完成
2017-03-12 23:00,30,未分类,杂事,未分类,,,,已完成
2017-03-12 23:30,30,未分类,学习,未分类,Python,,,已完成
2017-03-13 00:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-13 00:30,390,未分类,睡觉,未分类,,,,已完成
2017-03-13 07:00,60,未分类,杂事,未分类,吃饭,,,已完成
2017-03-13 08:00,120,未分类,学习,未分类,,,,已完成
2017-03-13 10:00,60,未分类,杂事,未分类,,买东西,,已完成
2017-03-13 11:00,30,未分类,学习,未分类,,,,已完成
2017-03-13 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-13 12:00,60,未分类,运动,未分类,,,,已完成
2017-03-13 13:00,60,未分类,学习,未分类,,,,已完成
2017-03-13 14:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-13 14:30,180,未分类,学习,未分类,,,,已完成
2017-03-13 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-13 18:00,30,未分类,学习,未分类,,,,已完成
2017-03-13 18:30,30,未分类,学习,未分类,Python,,,已完成
2017-03-13 19:00,30,未分类,工作,未分类,开会,,,已完成
2017-03-13 19:30,90,未分类,学习,未分类,Python,,,已完成
2017-03-13 21:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-13 21:30,90,未分类,学习,未分类,Python,,,已完成
2017-03-13 23:00,30,未分类,杂事,未分类,,,,已完成
2017-03-13 23:30,30,未分类,学习,未分类,Python,,,已完成
2017-03-14 00:00,60,未分类,浪费了,未分类,,,,已完成
2017-03-14 01:00,360,未分类,睡觉,未分类,,,,已完成
2017-03-14 07:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-14 07:30,150,未分类,学习,未分类,,,,已完成
2017-03-14 10:00,30,未分类,杂事,未分类,,,,已完成
2017-03-14 10:30,90,未分类,学习,未分类,,,,已完成
2017-03-14 12:00,30,未分类,杂事,未分类,,,,已完成
2017-03-14 12:30,30,未分类,学习,未分类,,,,已完成
2017-03-14 13:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-14 13:30,30,未分类,学习,未分类,Python,,,已完成
2017-03-14 14:00,30,未分类,学习,未分类,,,,已完成
2017-03-14 14:30,30,未分类,杂事,未分类,,,,已完成
2017-03-14 15:00,30,未分类,学习,未分类,,,,已完成
2017-03-14 15:30,30,未分类,杂事,未分类,,,,已完成
2017-03-14 16:00,120,未分类,睡觉,未分类,,,,已完成
2017-03-14 18:00,60,未分类,杂事,未分类,洗澡,,,已完成
2017-03-14 19:00,120,未分类,学习,未分类,Python,,,已完成
2017-03-14 21:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-14 21:30,90,未分类,工作,未分类,,,,已完成
2017-03-14 23:00,30,未分类,杂事,未分类,,,,已完成
2017-03-14 23:30,30,未分类,工作,未分类,,,,已完成
2017-03-15 00:00,30,未分类,学习,未分类,,,,已完成
2017-03-15 00:30,390,未分类,睡觉,未分类,,,,已完成
2017-03-15 07:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-15 07:30,60,未分类,娱乐,未分类,,,,已完成
2017-03-15 08:30,120,未分类,学习,未分类,,,,已完成
2017-03-15 10:30,60,未分类,工作,未分类,,,,已完成
2017-03-15 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-15 12:00,60,未分类,运动,未分类,,,,已完成
2017-03-15 13:00,60,未分类,学习,未分类,,,,已完成
2017-03-15 14:00,180,未分类,工作,未分类,,,,已完成
2017-03-15 17:00,30,未分类,学习,未分类,,,,已完成
2017-03-15 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-15 18:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-15 18:30,30,未分类,学习,未分类,Python,,,已完成
2017-03-15 19:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-15 19:30,60,未分类,学习,未分类,,,,已完成
2017-03-15 20:30,90,未分类,学习,未分类,Python,,,已完成
2017-03-15 22:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-15 22:30,30,未分类,学习,未分类,Python,,,已完成
2017-03-15 23:00,30,未分类,杂事,未分类,,,,已完成
2017-03-15 23:30,30,未分类,阅读,未分类,,,,已完成
2017-03-16 00:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-16 00:30,390,未分类,睡觉,未分类,,,,已完成
2017-03-16 07:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-16 07:30,90,未分类,学习,未分类,,,,已完成
2017-03-16 09:00,60,未分类,阅读,未分类,,,,已完成
2017-03-16 10:00,60,未分类,杂事,未分类,,,,已完成
2017-03-16 11:00,60,未分类,阅读,未分类,,,,已完成
2017-03-16 12:00,60,未分类,睡觉,未分类,午睡,,,已完成
2017-03-16 13:00,30,未分类,杂事,未分类,,,,已完成
2017-03-16 13:30,30,未分类,工作,未分类,,,,已完成
2017-03-16 14:00,60,未分类,学习,未分类,,,,已完成
2017-03-16 15:00,30,未分类,杂事,未分类,,,,已完成
2017-03-16 15:30,180,未分类,学习,未分类,,,,已完成
2017-03-16 18:30,60,未分类,学习,未分类,Python,,,已完成
2017-03-16 19:30,30,未分类,娱乐,未分类,看电影,,,已完成
2017-03-16 20:00,60,未分类,学习,未分类,,,,已完成
2017-03-16 21:00,120,未分类,学习,未分类,Python,,,已完成
2017-03-16 23:00,30,未分类,杂事,未分类,洗澡,,,已完成
2017-03-16 23:30,30,未分类,阅读,未分类,,,,已完成
2017-03-17 00:00,420,未分类,睡觉,未分类,,,,已完成
2017-03-17 07:00,60,未分类,杂事,未分类,,,,已完成
2017-03-17 08:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-17 08:30,120,未分类,学习,未分类,,,,已完成
2017-03-17 10:30,60,未分类,工作,未分类,,,,已完成
2017-03-17 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-17 12:00,90,未分类,运动,未分类,,,,已完成
2017-03-17 13:30,90,未分类,工作,未分类,,,,已完成
2017-03-17 15:00,30,未分类,娱乐,未分类,,,,已完成
2017-03-17 15:30,120,未分类,工作,未分类,,,,已完成
2017-03-17 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-03-17 18:00,150,未分类,睡觉,未分类,,,,已完成
2017-03-17 20:30,150,未分类,工作,未分类,,,,已完成
2017-03-17 23:00,30,未分类,杂事,未分类,,,,已完成
2017-03-17 23:30,30,未分类,阅读,未分类,,,,已完成
